id,GT,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
s_196,1,0.26892,0.20000,0.45714,1.00000,0.00000,1.00000,0.23529,1.00000,0.24528,0.37931,0.00000,0.00000,0.00000
s_197,5,0.91402,0.33333,0.94737,1.00000,0.50000,0.50000,0.62963,0.20000,0.01887,0.00000,0.00000,0.00000,0.00000
s_198,2,0.23079,0.50000,0.40000,0.26889,1.00000,1.00000,0.00000,0.23452,0.14286,0.33333,0.33333,1.00000,1.00000
s_199,3,0.61998,0.16667,0.68571,1.00000,0.02857,0.33333,0.35484,0.25000,0.05263,0.06667,0.00000,0.00000,0.33333
s_200,2,0.33769,0.14286,0.45714,0.00000,1.00000,0.07174,0.10345,0.20000,0.01818,0.00000,0.25000,0.20000,1.00000
s_201,3,0.70261,0.20000,0.60870,1.00000,0.33333,0.50000,0.20000,0.50000,0.04000,0.05263,0.14286,1.00000,1.00000
s_202,5,0.76491,0.11111,0.91429,1.00000,1.00000,1.00000,0.53846,1.00000,0.05660,0.00000,0.20000,0.00000,0.20000
s_203,3,0.24481,0.25000,0.42857,0.91667,0.00000,1.00000,0.00000,0.33333,0.03448,0.11111,0.00000,1.00000,1.00000
s_204,2,0.34702,0.33333,0.42105,0.20278,0.06584,0.13670,0.00000,0.20584,0.16667,0.11111,0.50000,0.00000,1.00000
s_205,3,0.33329,0.33333,0.50000,1.00000,0.50000,1.00000,0.26667,0.50000,0.15152,0.23077,0.14286,0.00000,1.00000
s_206,3,0.36140,0.50000,0.60000,0.13492,0.05742,1.00000,0.21429,0.50000,0.07143,0.00000,0.33333,0.00000,1.00000
s_207,4,0.69680,0.14286,0.84848,0.40417,0.50000,0.50000,0.50000,0.33333,0.10638,0.04762,0.14286,0.00000,0.20000
s_208,3,0.64600,0.33333,0.63636,0.17262,0.50000,0.50000,0.16000,0.33333,0.00000,0.09091,0.20000,0.00000,0.00000
s_209,2,0.17721,1.00000,0.53333,1.00000,0.33333,1.00000,0.20000,0.50000,0.02564,0.25000,0.20000,1.00000,1.00000
s_210,4,0.55623,0.16667,0.72000,0.24524,0.00000,0.50000,0.26087,0.33333,0.04762,0.05882,0.00000,0.00000,0.00000
s_211,3,0.28617,0.33333,0.42105,0.23624,0.07749,1.00000,0.03846,1.00000,0.13636,0.23077,0.33333,1.00000,1.00000
s_212,4,0.41594,0.14286,0.58824,0.15704,0.05230,1.00000,0.11765,0.25000,0.11111,0.27273,0.00000,1.00000,0.00000
s_213,3,0.64903,0.25000,0.70968,1.00000,0.07692,1.00000,0.41667,0.33333,0.08000,0.08333,0.00000,0.00000,0.00000
s_214,4,0.63887,0.50000,0.85714,1.00000,0.50000,1.00000,0.32000,0.50000,0.04348,0.09091,0.09091,0.50000,0.00000
s_215,4,0.35813,0.33333,0.38710,0.20667,1.00000,1.00000,0.14815,0.14456,0.01961,0.00000,0.00000,1.00000,1.00000
s_216,4,0.69757,1.00000,0.70000,0.18843,0.33333,1.00000,0.17857,0.25000,0.12500,0.33333,0.07692,0.20000,0.00000
s_217,4,0.59451,0.25000,0.66667,1.00000,1.00000,1.00000,0.19048,1.00000,0.02564,0.14286,0.20000,0.00000,0.00000
s_218,4,0.70732,0.20000,0.66667,0.18678,1.00000,1.00000,0.12000,0.09637,0.12727,0.00000,0.33333,0.33333,0.00000
s_219,4,0.74617,1.00000,0.75000,1.00000,0.25000,0.00000,0.25806,0.33333,0.11111,0.27273,0.00000,0.00000,0.00000
s_220,4,0.59082,0.20000,0.68571,0.91667,0.50000,1.00000,0.26316,0.33333,0.17460,0.05263,0.20000,0.00000,0.33333
s_221,5,0.50387,0.33333,0.66667,1.00000,1.00000,1.00000,0.26667,0.33333,0.03448,0.14286,0.00000,0.00000,0.20000
s_222,4,0.63151,0.25000,0.74286,0.27595,0.50000,0.50000,0.36364,0.20000,0.03226,0.04762,0.09091,0.00000,0.00000
s_223,3,0.72588,0.50000,0.72727,0.19676,0.33333,1.00000,0.16667,0.33333,0.10526,0.20000,0.20000,0.00000,1.00000
s_224,4,0.44840,0.50000,0.58824,0.18269,0.00000,1.00000,0.15789,0.33333,0.02857,0.11111,0.00000,0.33333,0.00000
s_225,5,0.51767,0.16667,0.80000,0.00000,0.00000,0.50000,0.25926,0.33333,0.13043,0.15789,0.00000,0.00000,0.00000
s_226,3,0.39514,0.50000,0.52174,0.21071,1.00000,1.00000,0.16667,0.14686,0.15000,0.20000,0.00000,1.00000,1.00000
s_227,4,0.73006,0.25000,0.74074,1.00000,1.00000,1.00000,0.31250,0.25000,0.06897,0.23077,0.11111,0.00000,0.00000
s_228,4,0.65035,0.25000,0.81481,1.00000,0.33333,0.50000,0.55000,0.33333,0.19149,0.07692,0.25000,1.00000,0.50000
s_229,2,0.26554,0.07778,0.41667,1.00000,0.00000,1.00000,0.20000,1.00000,0.13636,0.06667,0.33333,0.00000,1.00000
s_230,4,0.52560,0.50000,0.46154,1.00000,0.50000,1.00000,0.12903,0.50000,0.17647,0.12500,0.42857,0.00000,0.00000
s_231,3,0.46236,0.20000,0.43478,0.25783,0.00000,1.00000,0.13636,0.08594,0.06667,0.07692,0.14286,1.00000,0.00000
s_232,5,0.83293,0.20000,0.84615,1.00000,0.33333,0.50000,0.42308,0.16667,0.05660,0.06667,0.00000,0.00000,0.00000
s_233,4,0.48419,0.20000,0.63158,0.24663,0.00000,1.00000,0.10000,0.08473,0.11765,0.07692,0.00000,1.00000,0.00000
s_234,4,0.61831,0.16667,0.64706,0.14762,0.05556,0.33333,0.18182,0.20000,0.01587,0.09091,0.16667,1.00000,0.16667
s_235,3,0.37824,0.50000,0.66667,0.11667,1.00000,1.00000,0.28571,1.00000,0.05263,0.07692,0.00000,0.00000,0.00000
s_236,1,0.28422,0.00000,0.40000,0.14388,1.00000,1.00000,0.05263,1.00000,0.24138,0.50000,0.33333,0.33333,0.20000
s_237,2,0.26705,0.50000,0.42105,1.00000,0.12500,1.00000,0.17647,0.50000,0.14286,0.07692,0.33333,1.00000,0.00000
s_238,5,0.97017,0.14286,0.96000,1.00000,0.50000,0.50000,0.31250,0.33333,0.08772,0.05882,0.00000,0.00000,0.00000
s_239,4,0.55990,0.25000,0.58824,0.22002,1.00000,1.00000,0.11538,0.08237,0.11111,0.09091,0.33333,1.00000,0.00000
s_240,4,0.75783,0.25000,0.92857,1.00000,0.50000,0.50000,0.38462,0.33333,0.02041,0.06667,0.00000,0.00000,0.33333
s_241,3,0.48116,0.03611,0.52632,0.26111,0.10060,1.00000,0.29412,0.26111,0.03226,0.06667,0.00000,1.00000,1.00000
s_242,3,0.26481,0.20000,0.57143,0.14667,1.00000,1.00000,0.09677,1.00000,0.15385,0.25000,0.20000,1.00000,0.50000
s_243,3,0.55816,0.14286,0.53333,0.18843,0.33333,0.00000,0.26087,0.20000,0.16981,0.15789,0.25000,0.00000,0.33333
s_244,4,0.60597,0.50000,0.76190,1.00000,0.50000,1.00000,0.44444,0.33333,0.05556,0.16667,0.14286,0.00000,0.00000
s_245,3,0.59454,0.20000,0.69565,0.27222,0.09091,0.16463,0.27778,0.33333,0.12821,0.07692,0.20000,1.00000,0.00000
s_246,5,0.43221,0.16667,0.51429,1.00000,0.03729,1.00000,0.09677,0.50000,0.09091,0.18182,0.20000,1.00000,0.33333
s_247,4,0.68551,0.25000,0.71429,1.00000,1.00000,1.00000,0.25000,0.50000,0.18919,0.33333,0.11111,0.00000,1.00000
s_248,4,0.31375,0.33333,0.55172,0.08258,0.12143,0.50000,0.05000,0.09722,0.11628,0.22222,0.14286,0.00000,0.00000
s_249,3,0.39474,0.20000,0.63636,0.18889,1.00000,1.00000,0.19048,0.33333,0.14894,0.00000,0.50000,1.00000,0.00000
s_250,4,0.62190,0.16667,0.71429,1.00000,0.00000,1.00000,0.19231,0.33333,0.04167,0.12500,0.33333,0.00000,0.00000
s_251,4,0.57091,0.12500,0.66667,0.21333,0.33333,1.00000,0.28125,0.33333,0.06897,0.11111,0.00000,0.00000,0.00000
s_252,5,0.86081,0.20000,0.94737,1.00000,0.33333,1.00000,0.48485,0.20000,0.00000,0.05263,0.00000,0.33333,0.00000
s_253,3,0.71150,0.25000,0.70000,1.00000,0.50000,0.50000,0.35000,0.50000,0.05000,0.00000,0.20000,0.20000,0.00000
s_254,4,0.35912,1.00000,0.40000,0.21333,0.50000,1.00000,0.11765,0.33333,0.08571,0.16667,0.00000,1.00000,1.00000
s_255,4,0.77720,0.14286,0.83333,0.22000,1.00000,0.50000,0.28125,0.33333,0.16981,0.12500,0.33333,0.00000,0.00000
s_256,4,0.44423,0.16667,0.61538,0.25000,0.05386,0.06349,0.22727,0.06944,0.04545,0.00000,0.20000,1.00000,1.00000
s_257,5,0.53604,0.50000,0.58333,0.15631,1.00000,1.00000,0.23810,0.25689,0.05263,0.20000,0.00000,0.00000,1.00000
s_258,4,0.46300,0.12500,0.60606,0.17200,1.00000,1.00000,0.32000,0.07111,0.17241,0.00000,0.60000,0.00000,0.20000
s_259,4,0.52931,0.14286,0.68750,0.14041,1.00000,1.00000,0.32000,0.33333,0.04000,0.13043,0.20000,0.00000,0.00000
s_260,4,0.50825,0.20000,0.66667,0.32436,0.07692,1.00000,0.16000,0.33333,0.11628,0.09091,0.09091,1.00000,0.00000
s_261,4,0.42466,0.33333,0.66667,0.00000,0.07905,1.00000,0.21053,1.00000,0.12500,0.07692,0.00000,0.33333,0.33333
s_262,3,0.49287,0.33333,0.63636,0.07916,0.50000,1.00000,0.21739,0.20000,0.07317,0.27273,0.11111,0.00000,0.00000
s_263,3,0.55131,0.20000,0.63158,1.00000,0.33333,1.00000,0.25000,0.50000,0.11628,0.07692,0.20000,0.00000,0.00000
s_264,4,0.35098,0.14286,0.60000,0.18542,0.03580,1.00000,0.17647,0.33333,0.08571,0.00000,0.00000,0.00000,1.00000
s_265,3,0.35639,0.20000,0.57143,1.00000,1.00000,1.00000,0.15385,0.50000,0.07692,0.25000,0.20000,0.50000,0.00000
s_266,5,0.78202,0.16667,0.82759,0.18843,0.00000,1.00000,0.25000,0.33333,0.08772,0.00000,0.00000,1.00000,0.33333
s_267,4,0.71160,0.16667,0.70588,1.00000,0.50000,1.00000,0.35294,0.50000,0.23810,0.42857,0.00000,0.00000,0.00000
s_268,4,0.55512,0.14286,0.66667,1.00000,0.50000,1.00000,0.32000,0.50000,0.00000,0.04762,0.14286,0.00000,0.00000
s_269,3,0.50362,0.20000,0.64000,1.00000,0.50000,1.00000,0.30769,0.50000,0.02041,0.14286,0.20000,0.00000,1.00000
s_270,4,0.60625,0.50000,0.83333,1.00000,0.50000,1.00000,0.20833,0.50000,0.17949,0.06667,0.42857,0.33333,0.00000
s_271,4,0.32249,0.50000,0.58824,1.00000,1.00000,1.00000,0.20000,0.50000,0.06667,0.14286,0.00000,0.00000,0.00000
s_272,4,0.67518,0.12500,0.87500,0.14444,0.33333,0.20000,0.34375,0.25000,0.11429,0.00000,0.00000,0.00000,0.33333
s_273,1,0.21139,0.25000,0.21429,0.19569,0.00000,1.00000,0.04348,0.06866,0.06383,0.14286,0.50000,0.00000,0.00000
s_274,3,0.51334,0.04670,0.64000,1.00000,0.11968,1.00000,0.04348,1.00000,0.04348,0.18182,0.33333,0.00000,0.00000
s_275,2,0.67561,0.14286,0.75000,0.91667,0.50000,1.00000,0.28000,1.00000,0.00000,0.10000,0.00000,1.00000,0.00000
s_276,3,0.42178,0.16410,0.45455,1.00000,0.00000,1.00000,0.14286,0.33333,0.22727,0.33333,0.14286,0.33333,0.00000
s_277,3,0.58197,0.50000,0.77778,1.00000,0.00000,0.50000,0.35000,0.25000,0.02564,0.14286,0.14286,0.00000,1.00000
s_278,3,0.28422,0.12461,0.37500,1.00000,1.00000,0.06958,0.17647,0.50000,0.14286,0.20000,0.20000,0.00000,0.00000
s_279,3,0.63066,0.25000,0.75000,1.00000,0.33333,1.00000,0.35294,0.50000,0.15789,0.25000,0.14286,1.00000,0.33333
s_280,4,0.42859,0.20000,0.63636,0.14286,1.00000,1.00000,0.00000,0.09683,0.10000,0.33333,0.33333,0.00000,1.00000
s_281,3,0.62816,0.14286,0.68421,0.14583,1.00000,1.00000,0.23333,0.05708,0.06452,0.00000,0.33333,0.00000,0.00000
s_282,3,0.45565,0.33333,0.64516,1.00000,1.00000,0.00714,0.24138,1.00000,0.03704,0.11111,0.33333,0.00000,0.33333
s_283,3,0.39244,0.09985,0.46154,0.19378,1.00000,1.00000,0.07143,0.07685,0.00000,0.00000,0.33333,1.00000,0.00000
s_284,2,0.34692,0.33333,0.40000,1.00000,0.50000,1.00000,0.13333,0.25000,0.15152,0.20000,0.11111,0.00000,0.33333
s_285,3,0.67229,0.12500,0.85714,0.10000,0.12666,1.00000,0.21429,0.50000,0.12500,0.15789,0.00000,0.50000,0.00000
s_286,4,0.52324,0.20000,0.66667,1.00000,0.33333,1.00000,0.36842,0.25000,0.10000,0.11111,0.00000,0.00000,0.33333
s_287,4,0.32388,0.25000,0.47619,0.22429,1.00000,0.50000,0.10526,0.11236,0.00000,0.00000,0.00000,0.33333,0.00000
s_288,3,0.51471,0.50000,0.58333,0.12310,0.00000,1.00000,0.28571,0.12310,0.06977,0.05882,0.33333,1.00000,0.33333
s_289,5,0.35988,0.50000,0.64516,1.00000,1.00000,0.00000,0.14286,1.00000,0.08475,0.21212,0.00000,0.00000,1.00000
s_290,4,0.49492,0.20000,0.59259,0.00000,0.00000,0.50000,0.18519,0.50000,0.01961,0.04762,0.00000,0.33333,0.33333
s_291,3,0.54728,0.25000,0.51852,1.00000,1.00000,1.00000,0.25926,0.50000,0.13043,0.07692,0.33333,1.00000,0.60000
s_292,3,0.38756,0.33333,0.60870,1.00000,1.00000,1.00000,0.25000,1.00000,0.09524,0.11111,0.33333,1.00000,0.00000
s_293,4,0.39218,0.33333,0.58824,0.12500,0.00000,1.00000,0.33333,0.12500,0.15385,0.14286,0.33333,0.00000,0.00000
s_294,2,0.34464,0.11250,0.54545,0.09296,1.00000,1.00000,0.12500,1.00000,0.06667,0.33333,1.00000,0.00000,0.00000
s_295,3,0.41960,0.50000,0.62069,0.20238,0.00000,0.00000,0.10714,1.00000,0.12500,0.13043,0.33333,0.00000,0.33333
s_296,4,0.81045,0.25000,0.86957,1.00000,0.00000,0.06667,0.30000,0.50000,0.13725,0.00000,0.14286,0.00000,0.00000
s_297,2,0.40330,0.50000,0.63636,0.29256,1.00000,1.00000,0.30000,1.00000,0.02564,0.06667,0.00000,1.00000,0.00000
s_298,3,0.73735,0.33333,0.69565,0.00000,0.33333,1.00000,0.28571,0.33333,0.10204,0.20000,0.00000,0.00000,0.00000
s_299,2,0.42178,0.25000,0.56000,0.00000,1.00000,1.00000,0.22727,0.50000,0.06667,0.12500,0.33333,0.00000,1.00000
s_300,4,0.48114,0.04545,0.66667,1.00000,0.00000,1.00000,0.13636,0.33333,0.20000,0.11111,0.11111,0.00000,1.00000
s_301,3,0.41121,0.50000,0.66667,0.27113,0.50000,0.00000,0.12000,1.00000,0.20000,0.20000,0.00000,0.00000,0.00000
s_302,4,0.29526,0.25000,0.44444,0.19200,1.00000,1.00000,0.10000,0.06998,0.04918,0.10345,0.33333,1.00000,0.00000
s_303,3,0.37055,0.20000,0.53333,0.15746,0.04545,1.00000,0.06667,0.08900,0.16667,0.11111,0.33333,0.00000,1.00000
s_304,3,0.43926,0.33333,0.63158,0.20620,0.08333,0.50000,0.33333,0.50000,0.06667,0.14286,0.00000,0.00000,0.50000
s_305,3,0.45013,0.20000,0.56000,0.11017,1.00000,1.00000,0.20000,0.10312,0.11628,0.22222,0.33333,1.00000,0.00000
s_306,3,0.51645,0.25000,0.57143,0.75000,1.00000,1.00000,0.24000,0.27160,0.23077,0.33333,0.14286,0.00000,0.00000
s_307,3,0.52325,0.12500,0.64286,1.00000,0.00000,0.50000,0.23810,0.50000,0.02564,0.00000,0.00000,1.00000,0.20000
s_308,4,0.42466,0.25000,0.60000,0.19021,1.00000,1.00000,0.18182,1.00000,0.02326,0.38462,0.60000,0.00000,0.00000
s_309,4,0.62136,0.33333,0.74074,1.00000,1.00000,1.00000,0.33333,0.50000,0.23810,0.23077,0.33333,1.00000,0.00000
s_310,4,0.47534,0.11111,0.62069,0.17882,0.00000,1.00000,0.21429,0.50000,0.03846,0.05263,0.20000,0.00000,0.33333
s_311,5,0.87710,0.20000,1.00000,1.00000,0.25000,1.00000,0.41379,0.33333,0.01754,0.00000,0.11111,0.00000,0.00000
s_312,4,0.71870,0.16667,0.72727,0.18902,0.00000,0.33333,0.26923,0.25000,0.10714,0.09091,0.25000,0.33333,0.00000
s_313,3,0.44907,0.16667,0.68421,0.09921,0.50000,1.00000,0.40000,0.06217,0.09434,0.00000,0.14286,1.00000,0.42857
s_314,4,0.43548,1.00000,0.62500,0.07857,1.00000,1.00000,0.06250,1.00000,0.06250,0.33333,0.33333,0.33333,0.00000
s_315,3,0.48058,0.20000,0.63636,1.00000,0.50000,0.50000,0.33333,0.25000,0.02439,0.11111,0.00000,1.00000,0.14286
s_316,3,0.59124,0.20000,0.72000,1.00000,0.25000,1.00000,0.19231,0.25000,0.02041,0.09091,0.11111,0.00000,0.50000
s_317,5,0.66022,0.33333,0.72000,0.16905,0.50000,1.00000,0.22222,0.07220,0.13043,0.12500,0.20000,1.00000,0.00000
s_318,3,0.65697,0.25000,0.80000,1.00000,0.50000,1.00000,0.33333,0.50000,0.17949,0.27273,0.20000,0.00000,1.00000
s_319,3,0.30698,0.33333,0.47059,0.18889,1.00000,1.00000,0.09524,0.33333,0.02564,0.14286,0.25000,0.00000,0.00000
s_320,2,0.64019,0.14286,0.68571,0.21716,0.25000,1.00000,0.28125,0.20000,0.00000,0.11111,0.00000,0.00000,0.20000
s_321,4,0.31579,0.33333,0.50000,0.95833,1.00000,1.00000,0.00000,1.00000,0.06667,0.00000,0.33333,1.00000,0.00000
s_322,2,0.40330,0.12500,0.54545,0.14583,1.00000,1.00000,0.22727,0.14583,0.06667,0.12500,0.20000,1.00000,0.33333
s_323,4,0.71915,0.25000,0.72000,0.21875,0.00000,0.00000,0.25926,1.00000,0.20930,0.23810,0.33333,1.00000,0.33333
s_324,2,0.35555,0.10000,0.57143,0.18611,0.00000,1.00000,0.17391,0.16316,0.15789,0.04348,0.33333,0.00000,1.00000
s_325,3,0.51609,0.33333,0.56000,0.00000,1.00000,1.00000,0.18519,1.00000,0.15556,0.22222,0.33333,0.00000,0.33333
s_326,2,0.43356,0.50000,0.44444,1.00000,0.00000,1.00000,0.25000,1.00000,0.06250,0.00000,0.20000,1.00000,0.33333
s_327,2,0.24144,0.50000,0.47059,0.23704,0.07761,0.09115,0.13333,0.09938,0.09677,0.09091,0.50000,0.00000,1.00000
s_328,4,0.45862,0.33333,0.60000,1.00000,0.50000,0.05000,0.29412,0.16667,0.17949,0.00000,0.16667,0.00000,1.00000
s_329,4,0.46238,0.14286,0.60000,0.19663,0.50000,0.07007,0.38889,0.50000,0.19048,0.38462,0.00000,0.00000,0.00000
s_330,4,0.36048,1.00000,0.50000,0.50000,0.00000,0.00000,0.05882,0.16667,0.03030,0.20000,0.33333,1.00000,0.00000
s_331,4,0.63444,0.20000,0.66667,0.28846,0.04517,1.00000,0.12500,0.50000,0.04167,0.09091,0.33333,0.00000,1.00000
s_332,3,0.65394,0.25000,0.78571,1.00000,0.00000,1.00000,0.52381,1.00000,0.24528,0.10000,0.33333,0.00000,0.20000
s_333,4,0.55049,0.33333,0.56000,1.00000,0.50000,1.00000,0.30435,0.25000,0.10204,0.05263,0.33333,1.00000,1.00000
s_334,3,0.42937,0.25000,0.56250,0.14253,1.00000,1.00000,0.36364,0.06702,0.16000,0.15789,0.33333,0.00000,0.33333
s_335,4,0.41477,0.20000,0.66667,0.17857,1.00000,1.00000,0.11111,0.24107,0.09677,0.20000,0.00000,0.00000,1.00000
s_336,1,0.32903,1.00000,0.25000,0.20430,1.00000,1.00000,0.11765,1.00000,0.03226,0.20000,0.20000,0.00000,1.00000
s_337,1,0.25321,0.25000,0.25000,0.17925,1.00000,1.00000,0.10000,0.15622,0.02564,0.14286,0.00000,0.00000,1.00000
s_338,3,0.48331,0.25000,0.50000,1.00000,1.00000,1.00000,0.22727,1.00000,0.23529,0.27273,0.00000,1.00000,0.50000
s_339,4,0.54767,0.25000,0.71429,1.00000,0.50000,1.00000,0.35714,0.50000,0.13333,0.25000,0.00000,0.00000,0.00000
s_340,4,0.29449,0.25000,0.57143,0.19881,0.18714,1.00000,0.22222,0.50000,0.00000,0.12500,0.14286,0.00000,0.00000
s_341,4,0.64816,0.25000,0.73684,1.00000,0.00000,1.00000,0.26316,1.00000,0.16129,0.14286,0.00000,0.33333,0.00000
s_342,3,0.56983,0.25000,0.66667,0.38889,0.07143,0.50000,0.16667,0.25000,0.14815,0.20000,0.09091,0.00000,1.00000
s_343,2,0.47586,0.33333,0.50000,0.29498,0.00000,1.00000,0.13636,0.13882,0.00000,0.00000,0.00000,0.00000,0.00000
s_344,1,0.20906,0.16667,0.27273,1.00000,1.00000,1.00000,0.09091,1.00000,0.00000,0.06667,0.00000,0.00000,0.00000
s_345,3,0.34175,0.25000,0.53846,0.18843,1.00000,1.00000,0.08696,0.09421,0.00000,0.10000,0.00000,1.00000,0.00000
s_346,3,0.33468,0.33333,0.64000,1.00000,0.00000,1.00000,0.41176,0.50000,0.13514,0.05263,0.20000,1.00000,0.33333
s_347,3,0.41891,0.33333,0.50000,0.30000,0.00000,1.00000,0.07692,1.00000,0.04348,0.25000,0.33333,0.00000,0.20000
s_348,5,0.46582,0.16667,0.53333,0.18843,0.00000,1.00000,0.11111,0.06460,0.05556,0.07692,0.33333,1.00000,1.00000
s_349,3,0.50707,0.33333,0.71429,0.93304,0.00000,1.00000,0.15000,1.00000,0.11628,0.14286,0.50000,0.33333,0.33333
s_350,3,0.79609,0.33333,0.80000,0.20190,0.50000,0.33333,0.38095,0.20000,0.14894,0.11111,0.14286,0.00000,0.00000
s_351,5,0.50561,0.25000,0.64000,0.22708,0.04987,1.00000,0.17391,0.50000,0.04762,0.09091,0.20000,0.00000,1.00000
s_352,3,0.45153,0.33333,0.35294,1.00000,0.33333,1.00000,0.18750,1.00000,0.14286,0.20000,0.00000,1.00000,0.33333
s_353,5,0.40499,0.50000,0.46154,0.25238,1.00000,1.00000,0.00000,0.25238,0.14286,0.20000,0.00000,0.00000,0.00000
s_354,3,0.43879,0.25000,0.43478,1.00000,0.13619,1.00000,0.07692,0.33333,0.19048,0.25000,0.20000,0.00000,1.00000
s_355,2,0.51891,0.16667,0.50000,0.20729,0.07571,1.00000,0.14286,1.00000,0.09091,0.06667,0.33333,0.00000,0.00000
s_356,3,0.65574,0.25000,0.72000,0.00000,1.00000,1.00000,0.35294,1.00000,0.17949,0.21739,1.00000,1.00000,0.00000
s_357,2,0.46599,0.25000,0.64286,1.00000,1.00000,1.00000,0.25000,0.50000,0.02128,0.10000,0.33333,0.00000,0.00000
s_358,3,0.79899,0.20000,0.75862,1.00000,0.33333,0.33333,0.47619,0.14286,0.14894,0.25000,0.16667,0.00000,0.00000
s_359,3,0.62013,0.50000,0.76923,0.18524,1.00000,1.00000,0.37500,0.33333,0.01639,0.14286,0.33333,0.00000,0.20000
s_360,4,0.73713,0.14286,0.87500,1.00000,0.50000,1.00000,0.48148,1.00000,0.05455,0.08333,0.00000,0.00000,0.33333
s_361,3,0.39384,0.25000,0.52632,0.26190,0.09223,1.00000,0.20000,0.07047,0.06667,0.11111,0.00000,1.00000,1.00000
s_362,4,0.44468,0.50000,0.70000,1.00000,0.00000,1.00000,0.23077,1.00000,0.13636,0.09091,0.20000,1.00000,0.20000
s_363,5,0.60159,0.16667,0.60000,0.19051,1.00000,0.02857,0.17647,0.50000,0.23810,0.07692,0.00000,0.00000,0.00000
s_364,3,0.83392,0.16667,0.78261,0.00000,0.50000,0.00000,0.38095,0.25000,0.23077,0.07692,0.14286,0.00000,0.33333
s_365,2,0.38132,0.25000,0.47619,0.21480,0.50000,1.00000,0.11765,0.13882,0.03030,0.09091,0.00000,0.00000,1.00000
s_366,3,0.38519,0.25000,0.66667,1.00000,1.00000,1.00000,0.25000,0.20000,0.09524,0.11111,0.00000,1.00000,0.33333
s_367,3,0.47544,0.20000,0.69231,0.20996,0.50000,1.00000,0.26923,0.25000,0.13636,0.09091,0.00000,1.00000,0.00000
s_368,2,0.42466,0.50000,0.69231,1.00000,0.50000,1.00000,0.37500,1.00000,0.04545,0.06667,0.20000,1.00000,0.33333
s_369,3,0.46917,0.50000,0.63636,0.93617,1.00000,0.50000,0.22727,0.33333,0.02326,0.11111,0.60000,0.00000,0.00000
s_370,3,0.68390,0.20000,0.75862,1.00000,0.25000,0.33333,0.40000,0.16667,0.09434,0.12500,0.09091,1.00000,0.00000
s_371,4,0.64989,0.33333,0.66667,1.00000,0.21159,0.00000,0.30000,0.33333,0.11765,0.25000,0.14286,0.00000,0.00000
s_372,5,0.57246,0.33333,0.66667,1.00000,1.00000,1.00000,0.21739,1.00000,0.18919,0.07692,0.00000,0.00000,1.00000
s_373,4,0.25432,0.33333,0.53333,0.15285,0.33333,1.00000,0.23077,0.33333,0.04000,0.00000,0.33333,0.00000,0.33333
s_374,5,0.80525,0.14286,0.87500,0.24184,0.00000,0.50000,0.32143,0.25000,0.06897,0.05263,0.00000,0.00000,0.00000
s_375,2,0.36402,0.25000,0.43478,0.14722,1.00000,1.00000,0.13636,0.50000,0.10526,0.12500,0.33333,0.00000,0.00000
s_376,4,0.81818,0.25000,0.83333,0.00000,0.06554,1.00000,0.29032,0.33333,0.15385,0.27273,0.00000,0.00000,0.20000
s_377,3,0.40466,0.50000,0.42857,0.23095,0.50000,0.50000,0.10000,0.50000,0.15152,0.42857,0.00000,1.00000,0.33333
s_378,3,0.85766,0.25000,0.82353,1.00000,0.50000,0.50000,0.27273,0.33333,0.05000,0.16667,0.20000,0.20000,0.00000
s_379,4,0.32082,0.50000,0.44444,0.27778,0.20833,1.00000,0.16667,0.09137,0.13333,0.42857,0.33333,1.00000,1.00000
s_380,4,0.62453,0.16667,0.53333,1.00000,1.00000,0.12202,0.14815,0.20000,0.07143,0.05882,0.20000,0.33333,0.00000
s_381,2,0.45018,1.00000,0.53333,0.27500,1.00000,1.00000,0.15000,1.00000,0.26667,0.11111,0.50000,1.00000,0.00000
s_382,4,0.31437,0.50000,0.50000,0.17993,1.00000,1.00000,0.12500,0.50000,0.00000,0.20000,0.00000,0.33333,1.00000
s_383,3,0.33910,0.04929,0.50000,1.00000,0.00000,0.08305,0.27273,1.00000,0.13043,0.33333,0.00000,0.00000,0.00000
s_384,1,0.36091,1.00000,0.44444,0.21500,1.00000,1.00000,0.07692,0.18571,0.04348,0.07692,0.00000,0.00000,0.00000
s_385,4,0.74618,0.16667,0.70000,1.00000,1.00000,0.50000,0.23333,1.00000,0.07407,0.14286,0.20000,1.00000,0.00000
s_386,3,0.55225,1.00000,0.50000,0.15878,0.33333,0.00000,0.25000,0.50000,0.26667,1.00000,0.20000,0.00000,0.00000
s_387,2,0.49062,0.11111,0.50000,1.00000,1.00000,1.00000,0.26087,0.33333,0.13725,0.17647,0.00000,0.00000,0.33333
s_388,3,0.65283,0.50000,0.47059,0.11222,1.00000,1.00000,0.13043,0.50000,0.12821,0.16667,0.33333,1.00000,0.33333
s_389,5,1.00000,0.33333,1.00000,1.00000,0.25000,1.00000,0.56250,0.20000,0.00000,0.00000,0.00000,0.00000,0.00000
s_390,2,0.52702,0.14286,0.50000,0.15119,0.00000,0.12500,0.09524,0.21352,0.04762,0.17647,0.50000,0.00000,0.33333
s_391,3,0.49089,0.25000,0.76190,1.00000,0.50000,1.00000,0.42857,0.50000,0.18750,0.29412,0.20000,0.00000,0.00000
